"a-profile-name","a-icon-alt","a-size-base","a-size-base 2","a-size-mini","a-size-base 3","a-size-base 4","a-button-text href","cr-helpful-text","a-size-base 5","a-size-base href 2","a-size-base 6","review-comment-count","a-alert-heading"
"David  Wachob","5.0 颗星，最多 5 颗星","Red Handed threats to the US","2022年3月2日 在美国审核","","It was great that someone had the courage to call out the Americans who are prospering by aiding the Chinese Communist Party and Chinese military!","3 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhDA7MeO1hFldvRbHdkKT7poJQVNVkU0T4K0TWvkbNfuTAAAAAGQvyqIAAAAB%26reviewId%3DR4WTZQLGH6GUW&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hDA7MeO1hFldvRbHdkKT7poJQVNVkU0T4K0TWvkbNfuTAAAAAGQvyqIAAAAB&reviewId=R4WTZQLGH6GUW","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"E. Brooks","5.0 颗星，最多 5 颗星","Frustration","2022年2月4日 在美国审核","","The book was informative. It gave some background details of events that blow your mind as to why nothing has been done to put these people in prison. It really is a shame how these people are willing to doom this country for self enhancement.","5 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhJl%252F%252BtrCUsotM7NnV8XH9LILJ72kH4lei2vqod0AbW%252B%252FAAAAAGQvyqIAAAAB%26reviewId%3DR339PJ2U8GWB26&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hJl%2F%2BtrCUsotM7NnV8XH9LILJ72kH4lei2vqod0AbW%2B%2FAAAAAGQvyqIAAAAB&reviewId=R339PJ2U8GWB26","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Kevin","5.0 颗星，最多 5 颗星","Freedom Convoy 2022 - what the world needs to know","2022年1月26日 在美国审核","","Peter Schweizer said that this is the most frightening research he has ever done--no wonder. I would buy the book for Chapter 7 alone: the Bush and Trudeau Dynasties--get the kindle/audible version and listen on the way to Ottawa. Stunning. I've been listening to the audible version--just released yesterday. If I could buy a copy for everyone I know, I would do it.","43 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhBRT8H%252FPnUfgNyJCf%252B%252Fnb0MaeRRJjOHARrW2TpBHXbX2AAAAAGQvyqIAAAAB%26reviewId%3DR2Y3PGMVLYHWBD&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hBRT8H%2FPnUfgNyJCf%2B%2Fnb0MaeRRJjOHARrW2TpBHXbX2AAAAAGQvyqIAAAAB&reviewId=R2Y3PGMVLYHWBD","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Amazon Customer","5.0 颗星，最多 5 颗星","A MUST READ for EVERY AMERICAN CITIZEN","2022年2月2日 在美国审核","","This book shares specific and document information about this corruption of political leaders for their own personal gain (wealth). It is well written, specific, and infuriating! Shame on those in power who are cheating the system and sacrificing our country to make themselves RICH! Biden, Pelosi and their families are CROOKS!","4 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhCy%252B70hnRGlQwxbd%252BII64a355mUBH%252FgIU9cH0WS%252Fke7ZAAAAAGQvyqMAAAAB%26reviewId%3DRQONICSFLC51G&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hCy%2B70hnRGlQwxbd%2BII64a355mUBH%2FgIU9cH0WS%2Fke7ZAAAAAGQvyqMAAAAB&reviewId=RQONICSFLC51G","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Donna Marie Pearson","5.0 颗星，最多 5 颗星","This is a book that every American should read.","2022年2月19日 在美国审核","","The book was enlightening and informative.","2 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhKlQjO%252FEdH9cBkBXxJmGV4r%252F2KI9XTymRYo%252F1fQOzTkkAAAAAGQvyqMAAAAB%26reviewId%3DR39ZYB7FCQDX19&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hKlQjO%2FEdH9cBkBXxJmGV4r%2F2KI9XTymRYo%2F1fQOzTkkAAAAAGQvyqMAAAAB&reviewId=R39ZYB7FCQDX19","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"CarolinaCowgirl","5.0 颗星，最多 5 颗星","The TRUTH will set you FREE!!!","2022年2月27日 在美国审核","","Corruption (and evil) is everywhere and every level, first step is awareness and next step is eradication.","3 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhNzjgzzt%252By0ewcCixdym7T6LSkgRw0eTUc7sru0Rf2Q4AAAAAGQvyqMAAAAB%26reviewId%3DR2TC7ERO3ZYM9P&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hNzjgzzt%2By0ewcCixdym7T6LSkgRw0eTUc7sru0Rf2Q4AAAAAGQvyqMAAAAB&reviewId=R2TC7ERO3ZYM9P","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Joe","5.0 颗星，最多 5 颗星","Biden & crew sold us out","2022年1月31日 在美国审核","","If 10% of this book is truthful then we’re in serious trouble, however most of not all is backed by factual and traceable evidence. All aspects of the MSM offereing cover has allowed this to happen, when does it end?","4 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhC3lD04VlvP3J5EMXlRyliZnoTLV91XDEXxflvrhCpByAAAAAGQvyqMAAAAB%26reviewId%3DR22BPYVWC1P8RH&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hC3lD04VlvP3J5EMXlRyliZnoTLV91XDEXxflvrhCpByAAAAAGQvyqMAAAAB&reviewId=R22BPYVWC1P8RH","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Lisa M. Ludwig","5.0 颗星，最多 5 颗星","This is a must listen must read","2022年2月12日 在美国审核","","This is a must listen must read book. Full of facts and good investigative journalism. Very well written and organized. And shocking reveals.","3 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhGebq5scU2xmvDStiH8PUVXhzmqLHme6Sbz89h8pfVCLAAAAAGQvyqMAAAAB%26reviewId%3DR1W0HUK8X2ET08&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hGebq5scU2xmvDStiH8PUVXhzmqLHme6Sbz89h8pfVCLAAAAAGQvyqMAAAAB&reviewId=R1W0HUK8X2ET08","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Checkin Itout","5.0 颗星，最多 5 颗星","Revealing","2022年2月2日 在美国审核","","Informative and entertaining. A must read.","4 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhKXmDpkpSR%252B4Tm719VWQqdH9XeEKSYFrmf0MmSu6yx%252FWAAAAAGQvyqMAAAAB%26reviewId%3DR1J3KRAGKABQAT&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hKXmDpkpSR%2B4Tm719VWQqdH9XeEKSYFrmf0MmSu6yx%2FWAAAAAGQvyqMAAAAB&reviewId=R1J3KRAGKABQAT","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"John Palmer","5.0 颗星，最多 5 颗星","The Truth","2022年2月25日 在美国审核","","Recommended.","2 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhKIgpGn8yc4YcbUdf%252BpwL06EJj9kXjG9EZnANwhJgVcNAAAAAGQvyqMAAAAB%26reviewId%3DR1HO867ZVJN5MD&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hKIgpGn8yc4YcbUdf%2BpwL06EJj9kXjG9EZnANwhJgVcNAAAAAGQvyqMAAAAB&reviewId=R1HO867ZVJN5MD","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"SD_LB","5.0 颗星，最多 5 颗星","Wow, we are so blind!","2022年1月29日 在美国审核","","This book is for every US worker that just know something is not right but just don't know what and why.Those in our government sold us out to China!Wake up America!","8 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhIceGpdYfvpiT5ceaFxT82Zo8e0ueuJMSUCmOoqRzLa1AAAAAGQvyqMAAAAB%26reviewId%3DR1A49KWXXD0AUL&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hIceGpdYfvpiT5ceaFxT82Zo8e0ueuJMSUCmOoqRzLa1AAAAAGQvyqMAAAAB&reviewId=R1A49KWXXD0AUL","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"G. Brock","5.0 颗星，最多 5 颗星","Excellent!  Every patriot should read.","2022年2月11日 在美国审核","","The swamp in DC is so very deep.","3 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhLeedD0oNRJSy%252BzBzopSA5HEK30gDBOKOZHhTlETdm0hAAAAAGQvyqMAAAAB%26reviewId%3DR3CGPG7HHYSJ96&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hLeedD0oNRJSy%2BzBzopSA5HEK30gDBOKOZHhTlETdm0hAAAAAGQvyqMAAAAB&reviewId=R3CGPG7HHYSJ96","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Joe","5.0 颗星，最多 5 颗星","Real eye openerexcell","2022年1月28日 在美国审核","","Excellent book on the way money drives the people to sell their souls to the devil. It is a shame that they do it.","7 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhBprcguFjVATN7p1EFpPyerdl31hRMrfUQgoZ2U6pCVtAAAAAGQvyqMAAAAB%26reviewId%3DR23W96BKI6ADUB&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hBprcguFjVATN7p1EFpPyerdl31hRMrfUQgoZ2U6pCVtAAAAAGQvyqMAAAAB&reviewId=R23W96BKI6ADUB","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"tomer","5.0 颗星，最多 5 颗星","Book of the century","2022年1月26日 在美国审核","","This book show us all the sad cruel truth.Those people seek money and sell their souls.Politics don’t really care about citizens as long as they get what they want.This book is a MUST if you like to know the truth.","39 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhOW32ARZbSCHqCNLamtTv1j3VddQfCf4cVaj%252BE32FAwYAAAAAGQvyqQAAAAB%26reviewId%3DRUHLEE6P83UG4&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hOW32ARZbSCHqCNLamtTv1j3VddQfCf4cVaj%2BE32FAwYAAAAAGQvyqQAAAAB&reviewId=RUHLEE6P83UG4","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Patrickgerard","5.0 颗星，最多 5 颗星","Watch out for negative reviews","2022年1月26日 在美国审核","","Be cautious of reviews that do not refute the book's content with any specificity.  50¢ Army?","9 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhEXvPv9Mvn4g1PKQMW%252Fd6nc7C8NDJ%252B%252B62qzIbPBXyrtWAAAAAGQvyqQAAAAB%26reviewId%3DR18U85REOONQHS&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hEXvPv9Mvn4g1PKQMW%2Fd6nc7C8NDJ%2B%2B62qzIbPBXyrtWAAAAAGQvyqQAAAAB&reviewId=R18U85REOONQHS","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Douglas K. Rose","5.0 颗星，最多 5 颗星","Excellent Book","2022年1月26日 在美国审核","","This book is an excellent in-depth, cited, book exposing DC corruption.","59 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhFKrD%252FlrklvYeRK4aix4NGZu38of8BN4UONqaFAhEqZQAAAAAGQvyqQAAAAB%26reviewId%3DR2WMAOI8CR8TE4&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hFKrD%2FlrklvYeRK4aix4NGZu38of8BN4UONqaFAhEqZQAAAAAGQvyqQAAAAB&reviewId=R2WMAOI8CR8TE4","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
"Dennis M Harvey","5.0 颗星，最多 5 颗星","A glimpse into the world of systemic corruption in DC","2022年1月26日 在美国审核","","The more Americans who become informed about this corruption the better. Our great nation is being sold out by the 'beltway bandits' in DC.","282 个人发现此评论有用","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2F0063061147%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhDRiuAScwm5w1erKcfYIaMKWllYG2IuyJwOY9PKM8gpRAAAAAGQvyqQAAAAB%26reviewId%3DR1NAAW88ZMWIL&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hDRiuAScwm5w1erKcfYIaMKWllYG2IuyJwOY9PKM8gpRAAAAAGQvyqQAAAAB&reviewId=R1NAAW88ZMWIL","显示条评论","0","当前加载评论时遇到问题。请稍后再试。"
